DROP VIEW
CREATE VIEW
 ea_code  | province_name | district_name |  municipality_name   | main_place_name |    village_name    | village_code |                                 lz                                 | village_pop 
 50310209 | KwaZulu-Natal | Ugu           | Umzumbe              | Sosibo          | Sosibo SP          |    503028001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        1476
 50310210 | KwaZulu-Natal | Ugu           | Umzumbe              | Sosibo          | Sosibo SP          |    503028001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        1476
 50310211 | KwaZulu-Natal | Ugu           | Umzumbe              | Sosibo          | Sosibo SP          |    503028001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        1476
 56010140 | KwaZulu-Natal | Ugu           | Vulamehlo            | Adams Rural     | Adams Rural SP     |    560002001 | 59305: South coast intensive open access cropping (ZASCO)          |         432
 56010066 | KwaZulu-Natal | Ugu           | Vulamehlo            | Amahwaqa        | Amahwaqa SP        |    560044001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2595
 56010072 | KwaZulu-Natal | Ugu           | Vulamehlo            | Amahwaqa        | Amahwaqa SP        |    560044001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2595
 56010078 | KwaZulu-Natal | Ugu           | Vulamehlo            | Amahwaqa        | Amahwaqa SP        |    560044001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2595
 56010082 | KwaZulu-Natal | Ugu           | Vulamehlo            | Amahwaqa        | Amahwaqa SP        |    560044001 | 59210: Mzimkulu-Mkomazi midlands open access mixed farming (ZAMMO) |        2595
 56010111 | KwaZulu-Natal | Ugu           | Vulamehlo            | Bhudubhudu      | Bhudubhudu SP      |    560025001 | 59106: Coastal open access non-crop income (ZACNI)                 |         675
 56010113 | KwaZulu-Natal | Ugu           | Vulamehlo            | Bhudubhudu      | Bhudubhudu SP      |    560025001 | 59106: Coastal open access non-crop income (ZACNI)                 |         675
 58510029 | KwaZulu-Natal | Umkhanyakude  | Hlabisa              | Amatshamnyama   | Amatshamnyama SP   |    585021001 | 59304: North coast open access intense cultivation (ZANCC)         |        1599
 58510021 | KwaZulu-Natal | Umkhanyakude  | Hlabisa              | Bazaneni        | Bazaneni SP        |    585025001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        2595
 58510022 | KwaZulu-Natal | Umkhanyakude  | Hlabisa              | Bazaneni        | Bazaneni SP        |    585025001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        2595
 58510024 | KwaZulu-Natal | Umkhanyakude  | Hlabisa              | Bazaneni        | Bazaneni SP        |    585025001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        2595
 58310215 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310256 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310257 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310258 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310259 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310260 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310261 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhambanani      | Bhambanani SP      |    583025001 | 59106: Coastal open access non-crop income (ZACNI)                 |        3417
 58310163 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhekindoda      | Bhekindoda SP      |    583050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        3648
 58310178 | KwaZulu-Natal | Umkhanyakude  | Jozini               | Bhekindoda      | Bhekindoda SP      |    583050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        3648
 58310164 | KwaZulu-Natal | Umkhanyakude  | Jozini               | eMombeni        | eMombeni SP        |    583048001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        2076
 58310165 | KwaZulu-Natal | Umkhanyakude  | Jozini               | eMombeni        | eMombeni SP        |    583048001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        2076
 58310166 | KwaZulu-Natal | Umkhanyakude  | Jozini               | eMombeni        | eMombeni SP        |    583048001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        2076
 58610221 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | DukuDuku        | DukuDuku SP        |    586001001 | 59304: North coast open access intense cultivation (ZANCC)         |        5331
 58610223 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | DukuDuku        | DukuDuku SP        |    586001001 | 59304: North coast open access intense cultivation (ZANCC)         |        5331
 58610224 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | DukuDuku        | DukuDuku SP        |    586001001 | 59304: North coast open access intense cultivation (ZANCC)         |        5331
 58610225 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | DukuDuku        | DukuDuku SP        |    586001001 | 59304: North coast open access intense cultivation (ZANCC)         |        5331
 58610227 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | DukuDuku        | DukuDuku SP        |    586001001 | 59304: North coast open access intense cultivation (ZANCC)         |        5331
 58610215 | KwaZulu-Natal | Umkhanyakude  | Mtubatuba            | Ensolweni       | Ensolweni SP       |    586011001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        2307
 58410040 | KwaZulu-Natal | Umkhanyakude  | The Big 5 False Bay  | Bangiswa        | Bangiswa SP        |    584005001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |         954
 58410017 | KwaZulu-Natal | Umkhanyakude  | The Big 5 False Bay  | Mphakathini     | Mphakathini SP     |    584012001 | 59106: Coastal open access non-crop income (ZACNI)                 |        2082
 58210058 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | Bangizwe        | Bangizwe SP        |    582070001 | 59106: Coastal open access non-crop income (ZACNI)                 |         360
 58210134 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 58210135 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 58210136 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 58210139 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 58210144 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 58210145 | KwaZulu-Natal | Umkhanyakude  | Umhlabuyalingana     | KwaZamaZama     | KwaZamaZama SP     |    582050001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        5997
 57410009 | KwaZulu-Natal | Umzinyathi    | Endumeni             | Stratford       | Stratford SP       |    574005001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2271
 57410010 | KwaZulu-Natal | Umzinyathi    | Endumeni             | Stratford       | Stratford SP       |    574005001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2271
 57610194 | KwaZulu-Natal | Umzinyathi    | Msinga               | Bhaza           | Bhaza SP           |    576028001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         867
 57610123 | KwaZulu-Natal | Umzinyathi    | Msinga               | Gqohi           | Gqohi SP           |    576019001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        2841
 57610124 | KwaZulu-Natal | Umzinyathi    | Msinga               | Gqohi           | Gqohi SP           |    576019001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        2841
 57610042 | KwaZulu-Natal | Umzinyathi    | Msinga               | Latha           | Latha SP           |    576081001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2343
 57610057 | KwaZulu-Natal | Umzinyathi    | Msinga               | Latha           | Latha SP           |    576081001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2343
 57610058 | KwaZulu-Natal | Umzinyathi    | Msinga               | Latha           | Latha SP           |    576081001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2343
 57610212 | KwaZulu-Natal | Umzinyathi    | Msinga               | Zenzele         | Zenzele SP         |    576011001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        2760
 57610232 | KwaZulu-Natal | Umzinyathi    | Msinga               | Zenzele         | Zenzele SP         |    576011001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        2760
 57610233 | KwaZulu-Natal | Umzinyathi    | Msinga               | Zenzele         | Zenzele SP         |    576011001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        2760
 57610239 | KwaZulu-Natal | Umzinyathi    | Msinga               | Zenzele         | Zenzele SP         |    576011001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        2760
 57510006 | KwaZulu-Natal | Umzinyathi    | Nqutu                | Bulolo          | Bulolo SP          |    575136001 | 59106: Coastal open access non-crop income (ZACNI)                 |         546
 57510095 | KwaZulu-Natal | Umzinyathi    | Nqutu                | Dunudunu        | Dunudunu SP        |    575107001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        1056
 57710022 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710023 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710024 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710025 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710026 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710027 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710094 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Eshane          | Eshane SP          |    577027001 | 59106: Coastal open access non-crop income (ZACNI)                 |        4905
 57710150 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Mgovu           | Mgovu SP           |    577015001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         735
 57710001 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Mhlangandlovu   | Mhlangandlovu SP   |    577039001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |         165
 57710116 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Mpanza          | Mpanza SP          |    577013001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2664
 57710117 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Mpanza          | Mpanza SP          |    577013001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2664
 57710118 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Mpanza          | Mpanza SP          |    577013001 | 59107: Inland open access livestock and other income (ZAOLO)       |        2664
 57710154 | KwaZulu-Natal | Umzinyathi    | Umvoti               | Ningisa         | Ningisa SP         |    577011001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |         654
 51410341 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410342 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410343 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410344 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410356 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410368 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410369 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410370 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Burford         | Burford SP         |    514012001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6006
 51410104 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Doornkloof      | Doornkloof SP      |    514020001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        3888
 51410384 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410385 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410399 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410400 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410401 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410403 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410421 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410423 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Driefontein     | Driefontein SP     |    514004001 | 59207: Northern inland open access farming and livestock (ZANFL)   |        6786
 51410085 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410086 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410106 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410107 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410108 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410109 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410110 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410111 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410112 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410113 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410114 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410115 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410116 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410117 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410118 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410119 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410120 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410121 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410166 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410167 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410221 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410309 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410310 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410311 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410312 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410313 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410314 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 51410316 | KwaZulu-Natal | Uthukela      | Emnambithi/Ladysmith | Ezakheni        | Ezakheni SP        |    514019001 | 59107: Inland open access livestock and other income (ZAOLO)       |       16044
 57310112 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310115 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310118 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310119 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310120 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310123 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310124 | KwaZulu-Natal | Uthukela      | Imbabazane           | Bhekuzulu       | Bhekuzulu SP       |    573006001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        7911
 57310024 | KwaZulu-Natal | Uthukela      | Imbabazane           | Emawuza         | Emawuza SP         |    573035001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1950
 57310026 | KwaZulu-Natal | Uthukela      | Imbabazane           | Emawuza         | Emawuza SP         |    573035001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1950
 57310029 | KwaZulu-Natal | Uthukela      | Imbabazane           | Emawuza         | Emawuza SP         |    573035001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1950
 56910060 | KwaZulu-Natal | Uthukela      | Indaka               | Dalakosi        | Dalakosi SP        |    569016001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         690
 56910056 | KwaZulu-Natal | Uthukela      | Indaka               | Doornkraal      | Doornkraal SP      |    569024002 | 59107: Inland open access livestock and other income (ZAOLO)       |         615
 56910008 | KwaZulu-Natal | Uthukela      | Indaka               | Mthembu         | Tugela Estates     |    569017013 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |        1509
 57110074 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bhalekisi       | Bhalekisi SP       |    571023001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        2904
 57110077 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bhalekisi       | Bhalekisi SP       |    571023001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        2904
 57110081 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bhalekisi       | Bhalekisi SP       |    571023001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        2904
 57110153 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bhalekisi       | Bhalekisi SP       |    571023001 | 59208: Ukhahlamba open access intense crops and livestock (ZAKHC)  |        2904
 57110090 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bonjaneni       | Bonjaneni SP       |    571029001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1350
 57110097 | KwaZulu-Natal | Uthukela      | Okhahlamba           | Bonjaneni       | Bonjaneni SP       |    571029001 | 59107: Inland open access livestock and other income (ZAOLO)       |        1350
 57010095 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010096 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010103 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010104 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010105 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010106 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010108 | KwaZulu-Natal | Uthukela      | Umtshezi             | Rensburgsdrift  | Rensburgsdrift SP  |    570009001 | 59107: Inland open access livestock and other income (ZAOLO)       |        3171
 57010118 | KwaZulu-Natal | Uthukela      | Umtshezi             | uMtshezi NU     | uMtshezi NU        |    570004001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |       21618
 57010144 | KwaZulu-Natal | Uthukela      | Umtshezi             | uMtshezi NU     | uMtshezi NU        |    570004001 | 59105: Thukela and Lebombo sparsely populated (ZATGL)              |       21618
 58710056 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Amalala         | Amalala SP         |    587020001 | 59304: North coast open access intense cultivation (ZANCC)         |        4539
 58710057 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Amalala         | Amalala SP         |    587020001 | 59304: North coast open access intense cultivation (ZANCC)         |        4539
 58710058 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Amalala         | Amalala SP         |    587020001 | 59304: North coast open access intense cultivation (ZANCC)         |        4539
 58710163 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Amalala         | Amalala SP         |    587020001 | 59304: North coast open access intense cultivation (ZANCC)         |        4539
 58710082 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Bumbaneni       | Bumbaneni SP       |    587041001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1950
 58710140 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Bumbaneni       | Bumbaneni SP       |    587041001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1950
 58710125 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Ehlabosini      | Ehlabosini SP      |    587030001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1524
 58710128 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Ehlabosini      | Ehlabosini SP      |    587030001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |        1524
 58710138 | KwaZulu-Natal | Uthungulu     | Mfolozi              | Enhlabosini     | Enhlabosini SP     |    587008001 | 59106: Coastal open access non-crop income (ZACNI)                 |        6981
 59010010 | KwaZulu-Natal | Uthungulu     | Mthonjaneni          | Bedlane         | Bedlane SP         |    590030001 | 59106: Coastal open access non-crop income (ZACNI)                 |         510
 59010023 | KwaZulu-Natal | Uthungulu     | Mthonjaneni          | Emahlabathini   | Emahlabathini SP   |    590017001 | 59206: Open access low intensity rainfed cultivation (ZALRC)       |         861
 54210093 | KwaZulu-Natal | Uthungulu     | Nkandla              | Amatholamgele   | Amatholamgele SP   |    542043001 | 59106: Coastal open access non-crop income (ZACNI)                 |         771
 54210095 | KwaZulu-Natal | Uthungulu     | Nkandla              | Amatholamgele   | Amatholamgele SP   |    542043001 | 59106: Coastal open access non-crop income (ZACNI)                 |         771
 54210059 | KwaZulu-Natal | Uthungulu     | Nkandla              | Dinuntuli       | Dinuntuli SP       |    542098001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         885
 54210070 | KwaZulu-Natal | Uthungulu     | Nkandla              | Dinuntuli       | Dinuntuli SP       |    542098001 | 59207: Northern inland open access farming and livestock (ZANFL)   |         885
